Event(name=Tempo Class, time=0, value=mid, text=None)
Event(name=Position, time=49020, value=1/16, text=49020)
Event(name=Note Velocity, time=49020, value=109, text=109)
Event(name=Note On, time=49020, value=82, text=A#5)
Event(name=Note Duration, time=49020, value=0.154, text=0.154)
Event(name=Position, time=49020, value=1/16, text=49020)
Event(name=Note Velocity, time=49020, value=94, text=94)
Event(name=Note On, time=49020, value=54, text=F#3)
Event(name=Note Duration, time=49020, value=0.665, text=0.665)
Event(name=Position, time=49020, value=1/16, text=49020)
Event(name=Note Velocity, time=49020, value=104, text=104)
Event(name=Note On, time=49020, value=59, text=B3)
Event(name=Note Duration, time=49020, value=0.702, text=0.702)
Event(name=Position, time=49020, value=1/16, text=49020)
Event(name=Note Velocity, time=49020, value=91, text=91)
Event(name=Note On, time=49020, value=47, text=B2)
Event(name=Note Duration, time=49020, value=1.148, text=1.148)
Event(name=Position, time=49080, value=2/16, text=49080)
Event(name=Note Velocity, time=49080, value=112, text=112)
Event(name=Note On, time=49080, value=78, text=F#5)
Event(name=Note Duration, time=49080, value=0.315, text=0.315)
Event(name=Position, time=49260, value=5/16, text=49260)
Event(name=Note Velocity, time=49260, value=115, text=115)
Event(name=Note On, time=49260, value=75, text=D#5)
Event(name=Note Duration, time=49260, value=0.24, text=0.24)
Event(name=Position, time=49260, value=5/16, text=49260)
Event(name=Note Velocity, time=49260, value=106, text=106)
Event(name=Note On, time=49260, value=54, text=F#3)
Event(name=Note Duration, time=49260, value=0.188, text=0.188)
Event(name=Position, time=49260, value=5/16, text=49260)
Event(name=Note Velocity, time=49260, value=109, text=109)
Event(name=Note On, time=49260, value=59, text=B3)
Event(name=Note Duration, time=49260, value=0.494, text=0.494)
Event(name=Position, time=49260, value=5/16, text=49260)
Event(name=Note Velocity, time=49260, value=106, text=106)
Event(name=Note On, time=49260, value=63, text=D#4)
Event(name=Note Duration, time=49260, value=0.54, text=0.54)
Event(name=Position, time=49380, value=7/16, text=49380)
Event(name=Note Velocity, time=49380, value=115, text=115)
Event(name=Note On, time=49380, value=80, text=G#5)
Event(name=Note Duration, time=49380, value=0.729, text=0.729)
Event(name=Position, time=49500, value=9/16, text=49500)
Event(name=Chord, time=49500, value=C#:maj, text=C#:maj)
Event(name=Position, time=49500, value=9/16, text=49500)
Event(name=Note Velocity, time=49500, value=99, text=99)
Event(name=Note On, time=49500, value=56, text=G#3)
Event(name=Note Duration, time=49500, value=0.602, text=0.602)
Event(name=Position, time=49500, value=9/16, text=49500)
Event(name=Note Velocity, time=49500, value=106, text=106)
Event(name=Note On, time=49500, value=61, text=C#4)
Event(name=Note Duration, time=49500, value=0.617, text=0.617)
Event(name=Position, time=49500, value=9/16, text=49500)
Event(name=Note Velocity, time=49500, value=101, text=101)
Event(name=Note On, time=49500, value=65, text=F4)
Event(name=Note Duration, time=49500, value=0.617, text=0.617)
Event(name=Position, time=49500, value=9/16, text=49500)
Event(name=Note Velocity, time=49500, value=106, text=106)
Event(name=Note On, time=49500, value=49, text=C#3)
Event(name=Note Duration, time=49500, value=1.327, text=1.327)
Event(name=Position, time=49620, value=11/16, text=49620)
Event(name=Note Velocity, time=49620, value=115, text=115)
Event(name=Note On, time=49620, value=73, text=C#5)
Event(name=Note Duration, time=49620, value=0.196, text=0.196)
Event(name=Position, time=49680, value=12/16, text=49680)
Event(name=Note Velocity, time=49680, value=115, text=115)
Event(name=Note On, time=49680, value=80, text=G#5)
Event(name=Note Duration, time=49680, value=0.196, text=0.196)
Event(name=Position, time=49680, value=12/16, text=49680)
Event(name=Note Velocity, time=49680, value=104, text=104)
Event(name=Note On, time=49680, value=56, text=G#3)
Event(name=Note Duration, time=49680, value=0.225, text=0.225)
Event(name=Position, time=49680, value=12/16, text=49680)
Event(name=Note Velocity, time=49680, value=117, text=117)
Event(name=Note On, time=49680, value=65, text=F4)
Event(name=Note Duration, time=49680, value=0.537, text=0.537)
Event(name=Position, time=49680, value=12/16, text=49680)
Event(name=Note Velocity, time=49680, value=106, text=106)
Event(name=Note On, time=49680, value=61, text=C#4)
Event(name=Note Duration, time=49680, value=0.548, text=0.548)
Event(name=Position, time=49860, value=15/16, text=49860)
Event(name=Note Velocity, time=49860, value=118, text=118)
Event(name=Note On, time=49860, value=78, text=F#5)
Event(name=Note Duration, time=49860, value=1.831, text=1.831)
Event(name=Position, time=49860, value=15/16, text=49860)
Event(name=Note Velocity, time=49860, value=87, text=87)
Event(name=Note On, time=49860, value=56, text=G#3)
Event(name=Note Duration, time=49860, value=0.165, text=0.165)
Event(name=Bar, time=49980, value=49980, text=53)
Event(name=Position, time=49980, value=1/16, text=49980)
Event(name=Chord, time=49980, value=F#:maj, text=F#:maj)
Event(name=Position, time=49980, value=1/16, text=49980)
Event(name=Note Velocity, time=49980, value=101, text=101)
Event(name=Note On, time=49980, value=58, text=A#3)
Event(name=Note Duration, time=49980, value=0.66, text=0.66)
Event(name=Position, time=49980, value=1/16, text=49980)
Event(name=Note Velocity, time=49980, value=96, text=96)
Event(name=Note On, time=49980, value=54, text=F#3)
Event(name=Note Duration, time=49980, value=0.712, text=0.712)
Event(name=Position, time=49980, value=1/16, text=49980)
Event(name=Note Velocity, time=49980, value=101, text=101)
Event(name=Note On, time=49980, value=42, text=F#2)
Event(name=Note Duration, time=49980, value=3.642, text=3.642)
Event(name=Position, time=50100, value=3/16, text=50100)
Event(name=Note Velocity, time=50100, value=87, text=87)
Event(name=Note On, time=50100, value=49, text=C#3)
Event(name=Note Duration, time=50100, value=0.654, text=0.654)
Event(name=Position, time=50220, value=5/16, text=50220)
Event(name=Note Velocity, time=50220, value=112, text=112)
Event(name=Note On, time=50220, value=61, text=C#4)
Event(name=Note Duration, time=50220, value=0.379, text=0.379)
Event(name=Position, time=50220, value=5/16, text=50220)
Event(name=Note Velocity, time=50220, value=112, text=112)
Event(name=Note On, time=50220, value=58, text=A#3)
Event(name=Note Duration, time=50220, value=0.41, text=0.41)
Event(name=Position, time=50220, value=5/16, text=50220)
Event(name=Note Velocity, time=50220, value=106, text=106)
Event(name=Note On, time=50220, value=54, text=F#3)
Event(name=Note Duration, time=50220, value=0.421, text=0.421)
Event(name=Position, time=50280, value=6/16, text=50280)
Event(name=Note Velocity, time=50280, value=78, text=78)
Event(name=Note On, time=50280, value=49, text=C#3)
Event(name=Note Duration, time=50280, value=0.598, text=0.598)
Event(name=Position, time=50460, value=9/16, text=50460)
Event(name=Note Velocity, time=50460, value=112, text=112)
Event(name=Note On, time=50460, value=58, text=A#3)
Event(name=Note Duration, time=50460, value=0.4, text=0.4)
Event(name=Position, time=50460, value=9/16, text=50460)
Event(name=Note Velocity, time=50460, value=115, text=115)
Event(name=Note On, time=50460, value=61, text=C#4)
Event(name=Note Duration, time=50460, value=0.473, text=0.473)
Event(name=Position, time=50580, value=11/16, text=50580)
Event(name=Note Velocity, time=50580, value=82, text=82)
Event(name=Note On, time=50580, value=49, text=C#3)
Event(name=Note Duration, time=50580, value=1.127, text=1.127)
Event(name=Position, time=50700, value=13/16, text=50700)
Event(name=Note Velocity, time=50700, value=115, text=115)
Event(name=Note On, time=50700, value=61, text=C#4)
Event(name=Note Duration, time=50700, value=0.144, text=0.144)
Event(name=Position, time=50700, value=13/16, text=50700)
Event(name=Note Velocity, time=50700, value=118, text=118)
Event(name=Note On, time=50700, value=58, text=A#3)
Event(name=Note Duration, time=50700, value=0.723, text=0.723)
Event(name=Position, time=50700, value=13/16, text=50700)
Event(name=Note Velocity, time=50700, value=115, text=115)
Event(name=Note On, time=50700, value=61, text=C#4)
Event(name=Note Duration, time=50700, value=0.75, text=0.75)
Event(name=Position, time=50700, value=13/16, text=50700)
Event(name=Note Velocity, time=50700, value=106, text=106)
Event(name=Note On, time=50700, value=66, text=F#4)
Event(name=Note Duration, time=50700, value=0.75, text=0.75)
Event(name=Position, time=50760, value=14/16, text=50760)
Event(name=Note Velocity, time=50760, value=109, text=109)
Event(name=Note On, time=50760, value=63, text=D#4)
Event(name=Note Duration, time=50760, value=0.094, text=0.094)
Event(name=Position, time=50820, value=15/16, text=50820)
Event(name=Note Velocity, time=50820, value=118, text=118)
Event(name=Note On, time=50820, value=66, text=F#4)
Event(name=Note Duration, time=50820, value=0.102, text=0.102)
Event(name=Position, time=50820, value=15/16, text=50820)
Event(name=Note Velocity, time=50820, value=91, text=91)
Event(name=Note On, time=50820, value=54, text=F#3)
Event(name=Note Duration, time=50820, value=0.302, text=0.302)
Event(name=Bar, time=50880, value=50880, text=54)
Event(name=Position, time=50880, value=16/16, text=50880)
Event(name=Chord, time=50880, value=B:maj, text=B:maj)
Event(name=Position, time=50880, value=16/16, text=50880)
Event(name=Note Velocity, time=50880, value=112, text=112)
Event(name=Note On, time=50880, value=68, text=G#4)
Event(name=Note Duration, time=50880, value=0.125, text=0.125)
Event(name=Position, time=50880, value=16/16, text=50880)
Event(name=Note Velocity, time=50880, value=112, text=112)
Event(name=Note On, time=50880, value=70, text=A#4)
Event(name=Note Duration, time=50880, value=0.165, text=0.165)
Event(name=Position, time=50880, value=16/16, text=50880)
Event(name=Note Velocity, time=50880, value=101, text=101)
Event(name=Note On, time=50880, value=63, text=D#4)
Event(name=Note Duration, time=50880, value=0.669, text=0.669)
Event(name=Position, time=50880, value=16/16, text=50880)
Event(name=Note Velocity, time=50880, value=96, text=96)
Event(name=Note On, time=50880, value=59, text=B3)
Event(name=Note Duration, time=50880, value=0.677, text=0.677)
Event(name=Position, time=50880, value=16/16, text=50880)
Event(name=Note Velocity, time=50880, value=99, text=99)
Event(name=Note On, time=50880, value=54, text=F#3)
Event(name=Note Duration, time=50880, value=0.679, text=0.679)
Event(name=Position, time=50880, value=16/16, text=50880)
Event(name=Note Velocity, time=50880, value=104, text=104)
Event(name=Note On, time=50880, value=47, text=B2)
Event(name=Note Duration, time=50880, value=1.592, text=1.592)
Event(name=Position, time=51060, value=3/16, text=51060)
Event(name=Note Velocity, time=51060, value=112, text=112)
Event(name=Note On, time=51060, value=66, text=F#4)
Event(name=Note Duration, time=51060, value=0.308, text=0.308)
Event(name=Position, time=51180, value=5/16, text=51180)
Event(name=Note Velocity, time=51180, value=118, text=118)
Event(name=Note On, time=51180, value=63, text=D#4)
Event(name=Note Duration, time=51180, value=0.36, text=0.36)
Event(name=Position, time=51180, value=5/16, text=51180)
Event(name=Note Velocity, time=51180, value=109, text=109)
Event(name=Note On, time=51180, value=54, text=F#3)
Event(name=Note Duration, time=51180, value=0.321, text=0.321)
Event(name=Position, time=51180, value=5/16, text=51180)
Event(name=Note Velocity, time=51180, value=106, text=106)
Event(name=Note On, time=51180, value=59, text=B3)
Event(name=Note Duration, time=51180, value=0.348, text=0.348)
Event(name=Position, time=51180, value=5/16, text=51180)
Event(name=Note Velocity, time=51180, value=106, text=106)
Event(name=Note On, time=51180, value=63, text=D#4)
Event(name=Note Duration, time=51180, value=0.362, text=0.362)
Event(name=Position, time=51300, value=7/16, text=51300)
Event(name=Note Velocity, time=51300, value=115, text=115)
Event(name=Note On, time=51300, value=68, text=G#4)
Event(name=Note Duration, time=51300, value=1.481, text=1.481)
Event(name=Position, time=51420, value=9/16, text=51420)
Event(name=Chord, time=51420, value=C#:maj, text=C#:maj)
Event(name=Position, time=51420, value=9/16, text=51420)
Event(name=Note Velocity, time=51420, value=106, text=106)
Event(name=Note On, time=51420, value=61, text=C#4)
Event(name=Note Duration, time=51420, value=0.527, text=0.527)
Event(name=Position, time=51420, value=9/16, text=51420)
Event(name=Note Velocity, time=51420, value=107, text=107)
Event(name=Note On, time=51420, value=65, text=F4)
Event(name=Note Duration, time=51420, value=0.592, text=0.592)
Event(name=Position, time=51420, value=9/16, text=51420)
Event(name=Note Velocity, time=51420, value=106, text=106)
Event(name=Note On, time=51420, value=56, text=G#3)
Event(name=Note Duration, time=51420, value=0.61, text=0.61)
Event(name=Position, time=51420, value=9/16, text=51420)
Event(name=Note Velocity, time=51420, value=101, text=101)
Event(name=Note On, time=51420, value=49, text=C#3)
Event(name=Note Duration, time=51420, value=1.202, text=1.202)
Event(name=Position, time=51660, value=13/16, text=51660)
Event(name=Note Velocity, time=51660, value=106, text=106)
Event(name=Note On, time=51660, value=56, text=G#3)
Event(name=Note Duration, time=51660, value=0.308, text=0.308)
Event(name=Position, time=51660, value=13/16, text=51660)
Event(name=Note Velocity, time=51660, value=112, text=112)
Event(name=Note On, time=51660, value=61, text=C#4)
Event(name=Note Duration, time=51660, value=0.487, text=0.487)
Event(name=Position, time=51660, value=13/16, text=51660)
Event(name=Note Velocity, time=51660, value=117, text=117)
Event(name=Note On, time=51660, value=65, text=F4)
Event(name=Note Duration, time=51660, value=0.548, text=0.548)
Event(name=Bar, time=51900, value=51900, text=55)
Event(name=Position, time=51900, value=1/16, text=51900)
Event(name=Chord, time=51900, value=A#:min, text=A#:min)
Event(name=Position, time=51900, value=1/16, text=51900)
Event(name=Note Velocity, time=51900, value=112, text=112)
Event(name=Note On, time=51900, value=68, text=G#4)
Event(name=Note Duration, time=51900, value=0.342, text=0.342)
Event(name=Position, time=51900, value=1/16, text=51900)
Event(name=Note Velocity, time=51900, value=104, text=104)
Event(name=Note On, time=51900, value=61, text=C#4)
Event(name=Note Duration, time=51900, value=0.621, text=0.621)
Event(name=Position, time=51900, value=1/16, text=51900)
Event(name=Note Velocity, time=51900, value=99, text=99)
Event(name=Note On, time=51900, value=58, text=A#3)
Event(name=Note Duration, time=51900, value=0.677, text=0.677)
Event(name=Position, time=51900, value=1/16, text=51900)
Event(name=Note Velocity, time=51900, value=101, text=101)
Event(name=Note On, time=51900, value=65, text=F4)
Event(name=Note Duration, time=51900, value=0.687, text=0.687)
Event(name=Position, time=51900, value=1/16, text=51900)
Event(name=Note Velocity, time=51900, value=99, text=99)
Event(name=Note On, time=51900, value=46, text=A#2)
Event(name=Note Duration, time=51900, value=1.033, text=1.033)
Event(name=Position, time=52020, value=3/16, text=52020)
Event(name=Note Velocity, time=52020, value=115, text=115)
Event(name=Note On, time=52020, value=65, text=F4)
Event(name=Note Duration, time=52020, value=0.287, text=0.287)
Event(name=Position, time=52020, value=3/16, text=52020)
Event(name=Note Velocity, time=52020, value=55, text=55)
Event(name=Note On, time=52020, value=53, text=F3)
Event(name=Note Duration, time=52020, value=0.41, text=0.41)
Event(name=Position, time=52080, value=4/16, text=52080)
Event(name=Note Velocity, time=52080, value=115, text=115)
Event(name=Note On, time=52080, value=61, text=C#4)
Event(name=Note Duration, time=52080, value=0.279, text=0.279)
Event(name=Position, time=52080, value=4/16, text=52080)
Event(name=Note Velocity, time=52080, value=101, text=101)
Event(name=Note On, time=52080, value=58, text=A#3)
Event(name=Note Duration, time=52080, value=0.26, text=0.26)
Event(name=Position, time=52080, value=4/16, text=52080)
Event(name=Note Velocity, time=52080, value=109, text=109)
Event(name=Note On, time=52080, value=61, text=C#4)
Event(name=Note Duration, time=52080, value=0.51, text=0.51)
Event(name=Position, time=52080, value=4/16, text=52080)
Event(name=Note Velocity, time=52080, value=113, text=113)
Event(name=Note On, time=52080, value=65, text=F4)
Event(name=Note Duration, time=52080, value=0.51, text=0.51)
Event(name=Position, time=52260, value=7/16, text=52260)
Event(name=Note Velocity, time=52260, value=118, text=118)
Event(name=Note On, time=52260, value=66, text=F#4)
Event(name=Note Duration, time=52260, value=1.154, text=1.154)
Event(name=Position, time=52260, value=7/16, text=52260)
Event(name=Note Velocity, time=52260, value=74, text=74)
Event(name=Note On, time=52260, value=58, text=A#3)
Event(name=Note Duration, time=52260, value=0.192, text=0.192)
Event(name=Position, time=52380, value=9/16, text=52380)
Event(name=Chord, time=52380, value=D#:min, text=D#:min)
Event(name=Position, time=52380, value=9/16, text=52380)
Event(name=Note Velocity, time=52380, value=104, text=104)
Event(name=Note On, time=52380, value=54, text=F#3)
Event(name=Note Duration, time=52380, value=0.558, text=0.558)
Event(name=Position, time=52380, value=9/16, text=52380)
Event(name=Note Velocity, time=52380, value=106, text=106)
Event(name=Note On, time=52380, value=51, text=D#3)
Event(name=Note Duration, time=52380, value=0.717, text=0.717)
Event(name=Position, time=52380, value=9/16, text=52380)
Event(name=Note Velocity, time=52380, value=104, text=104)
Event(name=Note On, time=52380, value=39, text=D#2)
Event(name=Note Duration, time=52380, value=1.16, text=1.16)
Event(name=Position, time=52500, value=11/16, text=52500)
Event(name=Note Velocity, time=52500, value=59, text=59)
Event(name=Note On, time=52500, value=46, text=A#2)
Event(name=Note Duration, time=52500, value=0.533, text=0.533)
Event(name=Position, time=52620, value=13/16, text=52620)
Event(name=Note Velocity, time=52620, value=112, text=112)
Event(name=Note On, time=52620, value=61, text=C#4)
Event(name=Note Duration, time=52620, value=0.148, text=0.148)
Event(name=Position, time=52620, value=13/16, text=52620)
Event(name=Note Velocity, time=52620, value=94, text=94)
Event(name=Note On, time=52620, value=51, text=D#3)
Event(name=Note Duration, time=52620, value=0.154, text=0.154)
Event(name=Position, time=52620, value=13/16, text=52620)
Event(name=Note Velocity, time=52620, value=106, text=106)
Event(name=Note On, time=52620, value=54, text=F#3)
Event(name=Note Duration, time=52620, value=0.517, text=0.517)
Event(name=Position, time=52620, value=13/16, text=52620)
Event(name=Note Velocity, time=52620, value=106, text=106)
Event(name=Note On, time=52620, value=58, text=A#3)
Event(name=Note Duration, time=52620, value=0.548, text=0.548)
Event(name=Position, time=52680, value=14/16, text=52680)
Event(name=Note Velocity, time=52680, value=112, text=112)
Event(name=Note On, time=52680, value=63, text=D#4)
Event(name=Note Duration, time=52680, value=0.106, text=0.106)
Event(name=Position, time=52680, value=14/16, text=52680)
Event(name=Note Velocity, time=52680, value=115, text=115)
Event(name=Note On, time=52680, value=66, text=F#4)
Event(name=Note Duration, time=52680, value=0.11, text=0.11)
Event(name=Position, time=52800, value=16/16, text=52800)
Event(name=Note Velocity, time=52800, value=112, text=112)
Event(name=Note On, time=52800, value=68, text=G#4)
Event(name=Note Duration, time=52800, value=0.135, text=0.135)
Event(name=Bar, time=52860, value=52860, text=56)
Event(name=Position, time=52860, value=1/16, text=52860)
Event(name=Chord, time=52860, value=B:maj, text=B:maj)
Event(name=Position, time=52860, value=1/16, text=52860)
Event(name=Note Velocity, time=52860, value=109, text=109)
Event(name=Note On, time=52860, value=70, text=A#4)
Event(name=Note Duration, time=52860, value=0.154, text=0.154)
Event(name=Position, time=52860, value=1/16, text=52860)
Event(name=Note Velocity, time=52860, value=94, text=94)
Event(name=Note On, time=52860, value=54, text=F#3)
Event(name=Note Duration, time=52860, value=0.665, text=0.665)
Event(name=Position, time=52860, value=1/16, text=52860)
Event(name=Note Velocity, time=52860, value=104, text=104)
Event(name=Note On, time=52860, value=59, text=B3)
Event(name=Note Duration, time=52860, value=0.702, text=0.702)
Event(name=Position, time=52860, value=1/16, text=52860)
Event(name=Note Velocity, time=52860, value=91, text=91)
Event(name=Note On, time=52860, value=47, text=B2)
Event(name=Note Duration, time=52860, value=1.148, text=1.148)
Event(name=Position, time=52980, value=3/16, text=52980)
Event(name=Note Velocity, time=52980, value=112, text=112)
Event(name=Note On, time=52980, value=66, text=F#4)
Event(name=Note Duration, time=52980, value=0.315, text=0.315)
Event(name=Position, time=53100, value=5/16, text=53100)
Event(name=Note Velocity, time=53100, value=115, text=115)
Event(name=Note On, time=53100, value=63, text=D#4)
Event(name=Note Duration, time=53100, value=0.24, text=0.24)
Event(name=Position, time=53100, value=5/16, text=53100)
Event(name=Note Velocity, time=53100, value=106, text=106)
Event(name=Note On, time=53100, value=54, text=F#3)
Event(name=Note Duration, time=53100, value=0.188, text=0.188)
Event(name=Position, time=53100, value=5/16, text=53100)
Event(name=Note Velocity, time=53100, value=109, text=109)
Event(name=Note On, time=53100, value=59, text=B3)
Event(name=Note Duration, time=53100, value=0.494, text=0.494)
Event(name=Position, time=53100, value=5/16, text=53100)
Event(name=Note Velocity, time=53100, value=106, text=106)
Event(name=Note On, time=53100, value=63, text=D#4)
Event(name=Note Duration, time=53100, value=0.54, text=0.54)
Event(name=Position, time=53220, value=7/16, text=53220)
Event(name=Note Velocity, time=53220, value=115, text=115)
Event(name=Note On, time=53220, value=68, text=G#4)
Event(name=Note Duration, time=53220, value=0.729, text=0.729)
Event(name=Position, time=53280, value=8/16, text=53280)
Event(name=Chord, time=53280, value=C#:maj, text=C#:maj)
Event(name=Position, time=53280, value=8/16, text=53280)
Event(name=Note Velocity, time=53280, value=99, text=99)
Event(name=Note On, time=53280, value=56, text=G#3)
Event(name=Note Duration, time=53280, value=0.602, text=0.602)
Event(name=Position, time=53280, value=8/16, text=53280)
Event(name=Note Velocity, time=53280, value=106, text=106)
Event(name=Note On, time=53280, value=61, text=C#4)
Event(name=Note Duration, time=53280, value=0.617, text=0.617)
Event(name=Position, time=53280, value=8/16, text=53280)
Event(name=Note Velocity, time=53280, value=101, text=101)
Event(name=Note On, time=53280, value=65, text=F4)
Event(name=Note Duration, time=53280, value=0.617, text=0.617)
Event(name=Position, time=53280, value=8/16, text=53280)
Event(name=Note Velocity, time=53280, value=106, text=106)
Event(name=Note On, time=53280, value=49, text=C#3)
Event(name=Note Duration, time=53280, value=1.327, text=1.327)
Event(name=Position, time=53460, value=11/16, text=53460)
Event(name=Note Velocity, time=53460, value=115, text=115)
Event(name=Note On, time=53460, value=61, text=C#4)
Event(name=Note Duration, time=53460, value=0.196, text=0.196)
Event(name=Position, time=53580, value=13/16, text=53580)
Event(name=Note Velocity, time=53580, value=115, text=115)
Event(name=Note On, time=53580, value=68, text=G#4)
Event(name=Note Duration, time=53580, value=0.196, text=0.196)
Event(name=Position, time=53580, value=13/16, text=53580)
Event(name=Note Velocity, time=53580, value=104, text=104)
Event(name=Note On, time=53580, value=56, text=G#3)
Event(name=Note Duration, time=53580, value=0.225, text=0.225)
Event(name=Position, time=53580, value=13/16, text=53580)
Event(name=Note Velocity, time=53580, value=117, text=117)
Event(name=Note On, time=53580, value=65, text=F4)
Event(name=Note Duration, time=53580, value=0.537, text=0.537)
Event(name=Position, time=53580, value=13/16, text=53580)
Event(name=Note Velocity, time=53580, value=106, text=106)
Event(name=Note On, time=53580, value=61, text=C#4)
Event(name=Note Duration, time=53580, value=0.548, text=0.548)
Event(name=Position, time=53700, value=15/16, text=53700)
Event(name=Note Velocity, time=53700, value=118, text=118)
Event(name=Note On, time=53700, value=70, text=A#4)
Event(name=Note Duration, time=53700, value=1.831, text=1.831)
Event(name=Position, time=53700, value=15/16, text=53700)
Event(name=Note Velocity, time=53700, value=87, text=87)
Event(name=Note On, time=53700, value=56, text=G#3)
Event(name=Note Duration, time=53700, value=0.165, text=0.165)
Event(name=Bar, time=53820, value=53820, text=57)
Event(name=Position, time=53820, value=1/16, text=53820)
Event(name=Chord, time=53820, value=F#:maj, text=F#:maj)
Event(name=Position, time=53820, value=1/16, text=53820)
Event(name=Note Velocity, time=53820, value=101, text=101)
Event(name=Note On, time=53820, value=58, text=A#3)
Event(name=Note Duration, time=53820, value=0.66, text=0.66)
Event(name=Position, time=53820, value=1/16, text=53820)
Event(name=Note Velocity, time=53820, value=96, text=96)
Event(name=Note On, time=53820, value=54, text=F#3)
Event(name=Note Duration, time=53820, value=0.712, text=0.712)
Event(name=Position, time=53820, value=1/16, text=53820)
Event(name=Note Velocity, time=53820, value=101, text=101)
Event(name=Note On, time=53820, value=42, text=F#2)
Event(name=Note Duration, time=53820, value=3.642, text=3.642)
Event(name=Position, time=53880, value=2/16, text=53880)
Event(name=Note Velocity, time=53880, value=87, text=87)
Event(name=Note On, time=53880, value=49, text=C#3)
Event(name=Note Duration, time=53880, value=0.654, text=0.654)
Event(name=Position, time=54060, value=5/16, text=54060)
Event(name=Note Velocity, time=54060, value=112, text=112)
Event(name=Note On, time=54060, value=61, text=C#4)
Event(name=Note Duration, time=54060, value=0.379, text=0.379)
Event(name=Position, time=54060, value=5/16, text=54060)
Event(name=Note Velocity, time=54060, value=112, text=112)
Event(name=Note On, time=54060, value=58, text=A#3)
Event(name=Note Duration, time=54060, value=0.41, text=0.41)
Event(name=Position, time=54060, value=5/16, text=54060)
Event(name=Note Velocity, time=54060, value=106, text=106)
Event(name=Note On, time=54060, value=54, text=F#3)
Event(name=Note Duration, time=54060, value=0.421, text=0.421)
Event(name=Position, time=54180, value=7/16, text=54180)
Event(name=Note Velocity, time=54180, value=78, text=78)
Event(name=Note On, time=54180, value=49, text=C#3)
Event(name=Note Duration, time=54180, value=0.598, text=0.598)
Event(name=Position, time=54300, value=9/16, text=54300)
Event(name=Note Velocity, time=54300, value=115, text=115)
Event(name=Note On, time=54300, value=73, text=C#5)
Event(name=Note Duration, time=54300, value=0.135, text=0.135)
Event(name=Position, time=54300, value=9/16, text=54300)
Event(name=Note Velocity, time=54300, value=112, text=112)
Event(name=Note On, time=54300, value=58, text=A#3)
Event(name=Note Duration, time=54300, value=0.4, text=0.4)
Event(name=Position, time=54300, value=9/16, text=54300)
Event(name=Note Velocity, time=54300, value=115, text=115)
Event(name=Note On, time=54300, value=61, text=C#4)
Event(name=Note Duration, time=54300, value=0.473, text=0.473)
Event(name=Position, time=54300, value=9/16, text=54300)
Event(name=Note Velocity, time=54300, value=115, text=115)
Event(name=Note On, time=54300, value=75, text=D#5)
Event(name=Note Duration, time=54300, value=0.425, text=0.425)
Event(name=Position, time=54420, value=11/16, text=54420)
Event(name=Note Velocity, time=54420, value=118, text=118)
Event(name=Note On, time=54420, value=73, text=C#5)
Event(name=Note Duration, time=54420, value=0.16, text=0.16)
Event(name=Position, time=54420, value=11/16, text=54420)
Event(name=Note Velocity, time=54420, value=82, text=82)
Event(name=Note On, time=54420, value=49, text=C#3)
Event(name=Note Duration, time=54420, value=1.127, text=1.127)
Event(name=Position, time=54480, value=12/16, text=54480)
Event(name=Note Velocity, time=54480, value=112, text=112)
Event(name=Note On, time=54480, value=68, text=G#4)
Event(name=Note Duration, time=54480, value=0.121, text=0.121)
Event(name=Position, time=54480, value=12/16, text=54480)
Event(name=Note Velocity, time=54480, value=115, text=115)
Event(name=Note On, time=54480, value=61, text=C#4)
Event(name=Note Duration, time=54480, value=0.144, text=0.144)
Event(name=Position, time=54480, value=12/16, text=54480)
Event(name=Note Velocity, time=54480, value=109, text=109)
Event(name=Note On, time=54480, value=70, text=A#4)
Event(name=Note Duration, time=54480, value=0.265, text=0.265)
Event(name=Position, time=54480, value=12/16, text=54480)
Event(name=Note Velocity, time=54480, value=118, text=118)
Event(name=Note On, time=54480, value=58, text=A#3)
Event(name=Note Duration, time=54480, value=0.723, text=0.723)
Event(name=Position, time=54480, value=12/16, text=54480)
Event(name=Note Velocity, time=54480, value=115, text=115)
Event(name=Note On, time=54480, value=61, text=C#4)
Event(name=Note Duration, time=54480, value=0.75, text=0.75)
Event(name=Position, time=54480, value=12/16, text=54480)
Event(name=Note Velocity, time=54480, value=106, text=106)
Event(name=Note On, time=54480, value=66, text=F#4)
Event(name=Note Duration, time=54480, value=0.75, text=0.75)
Event(name=Position, time=54600, value=14/16, text=54600)
Event(name=Note Velocity, time=54600, value=109, text=109)
Event(name=Note On, time=54600, value=63, text=D#4)
Event(name=Note Duration, time=54600, value=0.094, text=0.094)
Event(name=Position, time=54600, value=14/16, text=54600)
Event(name=Note Velocity, time=54600, value=112, text=112)
Event(name=Note On, time=54600, value=68, text=G#4)
Event(name=Note Duration, time=54600, value=0.179, text=0.179)
Event(name=Position, time=54660, value=15/16, text=54660)
Event(name=Note Velocity, time=54660, value=118, text=118)
Event(name=Note On, time=54660, value=66, text=F#4)
Event(name=Note Duration, time=54660, value=0.102, text=0.102)
Event(name=Position, time=54660, value=15/16, text=54660)
Event(name=Note Velocity, time=54660, value=121, text=121)
Event(name=Note On, time=54660, value=66, text=F#4)
Event(name=Note Duration, time=54660, value=0.496, text=0.496)
Event(name=Position, time=54660, value=15/16, text=54660)
